0,0.000298098
1,0.000297351
2,0.000296607
3,0.000295864
4,0.000295123
5,0.000294384
6,0.000293647
7,0.000292912
8,0.000292178
9,0.000291446
10,0.000290717
11,0.000289989
12,0.000289262
13,0.000288538
14,0.000287816
15,0.000287095
16,0.000286376
17,0.000285659
18,0.000284943
19,0.00028423
20,0.000283518
21,0.000282808
22,0.0002821
23,0.000281394
24,0.000280689
25,0.000279986
26,0.000279285
27,0.000278586
28,0.000277888
29,0.000277192
30,0.000276498
31,0.000275806
32,0.000275115
33,0.000274426
34,0.000273739
35,0.000273053
36,0.00027237
37,0.000271688
38,0.000271007
39,0.000270329
40,0.000269652
41,0.000268976
42,0.000268303
43,0.000267631
44,0.000266961
45,0.000266292
46,0.000265626
47,0.00026496
48,0.000264297
49,0.000263635
50,0.000262975
51,0.000262316
52,0.000261659
53,0.000261004
54,0.000260351
55,0.000259699
56,0.000259048
57,0.0002584
58,0.000257753
59,0.000257107
60,0.000256463
61,0.000255821
62,0.000255181
63,0.000254542
64,0.000253904
65,0.000253268
66,0.000252634
67,0.000252002
68,0.000251371
69,0.000250741
70,0.000250113
71,0.000249487
72,0.000248862
73,0.000248239
74,0.000247617
75,0.000246997
76,0.000246379
77,0.000245762
78,0.000245146
79,0.000244533
80,0.00024392
81,0.000243309
82,0.0002427
83,0.000242092
84,0.000241486
85,0.000240882
86,0.000240278
87,0.000239677
88,0.000239077
89,0.000238478
90,0.000237881
91,0.000237285
92,0.000236691
93,0.000236098
94,0.000235507
95,0.000234917
96,0.000234329
97,0.000233742
98,0.000233157
99,0.000232573
100,0.000231991
101,0.00023141
102,0.00023083
103,0.000230252
104,0.000229676
105,0.000229101
106,0.000228527
107,0.000227955
108,0.000227384
109,0.000226815
110,0.000226247
111,0.00022568
112,0.000225115
113,0.000224551
114,0.000223989
115,0.000223428
116,0.000222869
117,0.000222311
118,0.000221754
119,0.000221199
120,0.000220645
121,0.000220092
122,0.000219541
123,0.000218991
124,0.000218443
125,0.000217896
126,0.00021735
127,0.000216806
128,0.000216263
129,0.000215722
130,0.000215182
131,0.000214643
132,0.000214105
133,0.000213569
134,0.000213034
135,0.000212501
136,0.000211969
137,0.000211438
138,0.000210909
139,0.00021038
140,0.000209854
141,0.000209328
142,0.000208804
143,0.000208281
144,0.00020776
145,0.000207239
146,0.00020672
147,0.000206203
148,0.000205686
149,0.000205171
150,0.000204658
151,0.000204145
152,0.000203634
153,0.000203124
154,0.000202615
155,0.000202108
156,0.000201602
157,0.000201097
158,0.000200594
159,0.000200091
160,0.00019959
161,0.00019909
162,0.000198592
163,0.000198095
164,0.000197599
165,0.000197104
166,0.00019661
167,0.000196118
168,0.000195627
169,0.000195137
170,0.000194648
171,0.000194161
172,0.000193675
173,0.00019319
174,0.000192706
175,0.000192223
